电影详情链接,图片链接,影片中文名,影片外国名,评分,评价数,概况,相关信息,视频链接,剧情简介,获奖情况,同类电影推荐
https://movie.douban.com/subject/1293172/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg,末代皇帝,  The Last Emperor,9.3,659439,“不要跟我比惨，我比你更惨”再适合这部电影不过了,导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone   陈... 1987   英国 意大利 中国大陆 法国   剧情 传记 历史,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rr7mmpfg.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F29trop8s2ipr3es.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMzk0ODg1NTgyNA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fep334037&subtype=8&type=online-video&link2key=a34b266347'",　　溥仪（尊龙饰）的一生在电影中娓娓道来。他从三岁起登基，年幼的眼光中只有大臣身上的一只蝈蝈，江山在他心中只是一个不明所以的名词。长大了，他以为可以变革，却被太监一把火烧了朝廷账本。他以为自己是大清江山的主人，却做了日本人的傀儡。,"第60届奥斯卡金像奖/最佳影片/杰瑞米·托马斯
第12届日本电影学院奖/最佳外语片
第7届中国电影金鸡奖/最佳道具(提名)
",为奴十二年；公民凯恩；至暗时刻；国王的演讲；飞行家；模仿游戏；社交网络；美丽心灵；波西米亚狂想曲；茶馆
https://movie.douban.com/subject/20495023/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614500706.jpg,寻梦环游记,  Coco,9.1,1298565,死亡不是真的逝去，遗忘才是永恒的消亡,导演: 李·昂克里奇 Lee Unkrich   阿德里安·莫利纳 Adrian Molina   主演: ... 2017   美国   喜剧 动画 奇幻 音乐,"'优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMzM0MTU4ODQ5Mg%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rr8cycvc.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F84YlvMeDBr7%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=d9925b3604'",　　热爱音乐的米格尔（安东尼·冈萨雷兹AnthonyGonzalez配音）不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。,"第90届奥斯卡金像奖/最佳动画长片/李·昂克里奇
第75届金球奖/电影类 最佳动画长片
第71届英国电影学院奖/电影奖 最佳动画片
",龙猫；千与千寻；摔跤吧！爸爸；小偷家族；当幸福来敲门；天空之城；狮子王；奇迹男孩；你的名字。；忠犬八公的故事
https://movie.douban.com/subject/1292365/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2524040532.jpg,活着, ,9.3,665163,张艺谋最好的电影,导演: 张艺谋 Yimou Zhang   主演: 葛优 You Ge   巩俐 Li Gong   姜武 Wu Jiang 1994   中国大陆 中国香港   剧情 历史 家庭,,　　根据余华同名小说改编。,"第47届戛纳电影节/主竞赛单元 金棕榈奖(提名)/张艺谋
第52届金球奖/电影类 最佳外语片(提名)
第48届英国电影学院奖/电影奖 最佳非英语片/张艺谋
",窃听风暴；楚门的世界；飞越疯人院；我不是药神；十二怒汉；熔炉；辩护人；鬼子来了；辛德勒的名单；闻香识女人
https://movie.douban.com/subject/30170448/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,何以为家,  كفرناحوم,9.1,823704,凝视卑弱生命，用电影改变命运,导演: 娜丁·拉巴基 Nadine Labaki   主演: 扎因·拉费阿 Zain al-Rafeea   ... 2018   黎巴嫩 美国 法国 塞浦路斯 卡塔尔 英国   剧情,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D658320424%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=f216a27088', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNDIxODM5Nzg4NA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rsfrzkj8.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Feaa7qkjmlecfnp1.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '乐视视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fm.le.com%2Fvplay_31599185.html%3Fch%3Ddouban%26site%3Ddouban%26sitefrom%3Ddouban&subtype=6&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss33471%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=f216a27088'",　　法庭上，十二岁的男孩赞恩向法官状告他的亲生父母，原因是，他们给了他生命。是什么样的经历让一个孩子做出如此不可思议的举动？故事中，赞恩的父母在无力抚养和教育的状况下依然不停生育，作为家中的长子赞恩，弱小的肩膀承担了无数生活的重压。当妹妹被强行卖给商贩为妻时，赞恩愤怒离家，之后遇到一对没有合法身份的母子，相互扶持勉强生活。然而生活并没有眷顾赞恩，重重磨难迫使他做出了令人震惊的举动……,"第91届奥斯卡金像奖/最佳外语片(提名)/娜丁·拉巴基
第71届戛纳电影节/主竞赛单元 金棕榈奖(提名)/娜丁·拉巴基
第76届金球奖/电影类 最佳外语片(提名)
",活着；我不是药神；小偷家族；楚门的世界；狗十三；寄生虫；少年的你；熔炉；82年生的金智英；闻香识女人
https://movie.douban.com/subject/1300267/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg,乱世佳人,  Gone with the Wind,9.3,564258,Tomorrow is another day.,导演: 维克多·弗莱明 Victor Fleming   乔治·库克 George Cukor   主演: 费... 1939   美国   剧情 历史 爱情 战争,"'腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fgzdq4acw02m3ajs.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNzc0MjY3MzE2.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrjba8ec.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss31886%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=9e6a0a2ac6', '1905电影网': 'https://www.douban.com/link2/?url=http%3A%2F%2Fvip.1905.com%2Fplay%2F1329696.shtml%3F__hz%3D6e0721b2c6977135%26api_source%3Ddouban_vodadd&subtype=13&type=online-video'",　　美国南北战争前夕，南方农场塔拉庄园的千金斯嘉丽（费雯·丽VivienLeigh饰）爱上了另一个农场主的儿子艾希礼（莱斯利·霍华德LeslieHoward饰），遭到了拒绝，为了报复，她嫁给了自己不爱的男人，艾希礼妻子梅兰妮（奥利维娅·德哈维兰OliviadeHavilland饰）的弟弟查尔斯。,"第12届奥斯卡金像奖/最佳影片
第12届奥斯卡金像奖/最佳导演/维克多·弗莱明
第12届奥斯卡金像奖/最佳男主角(提名)/克拉克·盖博
",罗马假日；魂断蓝桥；卡萨布兰卡；泰坦尼克号；傲慢与偏见；爱在黎明破晓前；恋恋笔记本；甜蜜蜜；重庆森林；天使爱美丽
https://movie.douban.com/subject/1291552/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.jpg,指环王3：王者无敌,  The Lord of the Rings: The Return of the King,9.2,627766,史诗的终章,导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood   西恩... 2003   美国 新西兰   剧情 动作 奇幻 冒险,"'优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMjkxNDMwOTI0.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Ftphyx6noqtfv27x.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss33035%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=117ac04126'",　　魔幻战争逐渐进入高潮阶段。霍比特人佛罗多（伊利亚·伍德ElijahWood饰）携带着魔戒，与伙伴山姆（西恩·奥斯汀SeanAstin饰）以及狡猾阴暗的咕噜等前往末日山，一路上艰难险阻不断，魔君索伦为阻止魔戒被销毁用尽全力阻挠。另一方面，白袍巫师甘道夫（伊恩·麦克莱恩IanMcKellen饰）率中土勇士们镇守刚铎首都——白城米那斯提里斯。魔兽大军压境，黑暗与光明的决战即将来临……,"第76届奥斯卡金像奖/最佳影片/彼得·杰克逊
第61届金球奖/电影类 最佳剧情片
第57届英国电影学院奖/电影奖 最佳影片/弗兰·威尔士
",指环王2：双塔奇兵；霍比特人2：史矛革之战；加勒比海盗；哈利·波特与魔法石；勇敢的心；少年派的奇幻漂流；大鱼；角斗士；拯救大兵瑞恩；阿凡达
https://movie.douban.com/subject/1295038/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg,哈利·波特与魔法石,  Harry Potter and the Sorcerer's Stone,9.1,874651,童话世界的开端,导演: Chris Columbus   主演: Daniel Radcliffe   Emma Watson   Rupert Grint 2001   美国 英国   奇幻 冒险,"'腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fpb69zpzabgg1t7n.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMjg5MTk4NDI0.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss28281%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=30ea2f856b'",　　哈利波特是一个孤儿，从小寄养在姨妈家，受尽欺凌。但就在哈利11岁生日的时候，他意外收到了霍格沃茨学院的入学通知书。哈利从该学院派来接他的巨人海格口中得知，这是一间魔法学院，并得知了自己的身世，原来哈利的父母都是伟大的魔法师，在对付伏地魔的战斗中双双献身，唯有哈利幸免于难。,"第74届奥斯卡金像奖/最佳艺术指导(提名)/斯图尔特·克莱格
第25届日本电影学院奖/最佳外语片(提名)
第12届美国电影学会奖/特别表彰
",哈利·波特与密室；加勒比海盗；神奇动物在哪里；指环王1：护戒使者；少年派的奇幻漂流；霍比特人1：意外之旅；查理和巧克力工厂；奇异博士；大鱼；头号玩家
https://movie.douban.com/subject/2129039/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p485887754.jpg,飞屋环游记,  Up,9.0,1092329,最后那些最无聊的事情，才是最值得怀念的 ,导演: 彼特·道格特 Pete Docter   鲍勃·彼德森 Bob Peterson   主演: 爱德... 2009   美国   剧情 喜剧 动画 冒险,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrjpyvco.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMTQxOTY1NTY5Ng%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F84YjMmMUXtq%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=7e8cdd085f'",　　小男孩卡尔（CarlFredricksen）怀揣着对于冒险的热爱偶遇假小子艾丽（Ellie），而艾丽把整个屋子当成一艘大飞船游戏居然使他对这个女孩子有些着迷，相同的爱好最终使两个人成为了一生的爱侣。,"第82届奥斯卡金像奖/最佳影片(提名)/乔纳斯·里维拉
第66届威尼斯电影节/未来电影数字奖-特别提及/彼特·道格特
第67届金球奖/电影类 最佳动画长片
",天空之城；哈尔的移动城堡；机器人总动员；怪兽电力公司；龙猫；神偷奶爸；大闹天宫；千与千寻；幽灵公主；冰川时代
https://movie.douban.com/subject/26387939/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,摔跤吧！爸爸,  Dangal,9.0,1291449,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子,导演: 涅提·蒂瓦里 Nitesh Tiwari   主演: 阿米尔·汗 Aamir Khan   法缇玛... 2016   印度   剧情 传记 运动 家庭,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rr7sz5b8.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F2xxul4n2j8y0rxi.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F7YmJQF6lPpq%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=abfb568caa', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss12243%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=abfb568caa'",　　马哈维亚（阿米尔·汗AamirKhan饰）曾经是一名前途无量的摔跤运动员，在放弃了职业生涯后，他最大的遗憾就是没有能够替国家赢得金牌。马哈维亚将这份希望寄托在了尚未出生的儿子身上，哪知道妻子接连给他生了两个女儿，取名吉塔（法缇玛·萨那·纱卡FatimaSanaShaikh饰）和巴比塔（桑亚·玛荷塔SanyaMalhotra饰）。让马哈维亚没有想到的是，两个姑娘展现出了杰出的摔跤天赋，让他幡然醒悟，就算是女孩，也能够昂首挺胸的站在比赛场上，为了国家和她们自己赢得荣誉。,"第6届豆瓣电影年度榜单/2010s电影(提名)
第4届豆瓣电影年度榜单/评分最高的外语电影
第4届豆瓣电影年度榜单/最受关注的院线电影(提名)
",当幸福来敲门；阿甘正传；肖申克的救赎；心灵捕手；三傻大闹宝莱坞；奇迹男孩；寻梦环游记；死亡诗社；放牛班的春天；何以为家
https://movie.douban.com/subject/21937452/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,素媛,  소원,9.3,540671,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦,导演: 李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol   严志媛 Ji-won Uhm ... 2013   韩国   剧情,,　　她（李来饰）是一个美丽平凡的小女孩，和爸爸妈妈生活在位于街角的家中。家里经营着以她的名字素媛命名的杂货店，母亲（严智媛饰）作为老板娘日夜忙碌不得闲暇，父亲则在工厂干着繁重的工作。在那个飘雨的早上，素媛打着雨伞独自上学。在离学校近在咫尺的地方，她遭遇一个相貌猥琐、酒气冲天的大叔，由此开启了她的悲剧之旅。柔嫩的小花遭到暴风雨无情摧残，受伤的岂止枝枝叶叶，更是那迎着阳光无忧成长的心。无良媒体铺天盖地大肆渲染，作为受害者的素媛一家仿佛成了周身污秽的耻辱之人，被四周诧异好奇的目光所包围。,"第34届韩国电影青龙奖/最佳影片
第50届百想艺术大赏/电影类 最佳影片(提名)/李濬益
第51届韩国电影大钟奖/最佳影片(提名)
",熔炉；7号房的礼物；辩护人；忠犬八公的故事；这个杀手不太冷；触不可及；活着；绿皮书；我不是药神；釜山行
https://movie.douban.com/subject/1929463/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,少年派的奇幻漂流,  Life of Pi,9.1,1142814,瑰丽壮观、无人能及的冒险之旅,导演: 李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma   伊尔凡·可汗 Irrfan... 2012   美国 中国台湾 英国 加拿大   剧情 奇幻 冒险,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrjv4kz0.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fphncvm1ns0sygig.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F87JSTbWCpEG%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=0e4cbc83a5'",　　故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波RafeSpall饰）无意间得知派·帕帖尔（伊尔凡·可汗IrrfanKhan饰）的传奇故事。派的父亲（阿迪勒·侯赛因AdilHussain饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛SurajSharma饰）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约GérardDepardieu饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意外开始了……,"第85届奥斯卡金像奖/最佳影片(提名)/戴维·沃马克
第70届金球奖/电影类 最佳剧情片(提名)
第57届意大利大卫奖/最佳外语片(提名)/李安
",加勒比海盗；哈利·波特与魔法石；活着；霍比特人1：意外之旅；楚门的世界；指环王1：护戒使者；飞越疯人院；我不是药神；大鱼；熔炉
https://movie.douban.com/subject/1293182/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,十二怒汉,  12 Angry Men,9.4,378692,1957年的理想主义 ,导演: Sidney Lumet   主演: 亨利·方达 Henry Fonda   马丁·鲍尔萨姆 Marti... 1957   美国   剧情,"'优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMzgyMzc3Mjg0.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rr7rgwgs.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F7OK9bBRU6bl%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=c6fc7d215b', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss34055%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=c6fc7d215b'",　　一个在贫民窟长大的18岁少年因为涉嫌杀害自己的父亲被告上法庭，证人言之凿凿，各方面的证据都对他极为不利。十二个不同职业的人组成了这个案件的陪审团，他们要在休息室达成一致的意见，裁定少年是否有罪，如果罪名成立，少年将会被判处死刑。,"第30届奥斯卡金像奖/最佳影片(提名)/亨利·方达
第7届柏林国际电影节/金熊奖 最佳影片/西德尼·吕美特
第15届金球奖/电影类 最佳剧情片(提名)
",窃听风暴；狩猎；活着；控方证人；罗生门；飞越疯人院；楚门的世界；辩护人；禁闭岛；记忆碎片
https://movie.douban.com/subject/1308807/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg,哈尔的移动城堡,  ハウルの動く城,9.1,813559,带着心爱的人在天空飞翔,导演: 宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô   木村拓... 2004   日本   动画 奇幻 冒险,'爱奇艺视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.iqiyi.com%2Fv_19rsbqtcjs.html&subtype=9&type=online-video',　　继母因无力负担生活，将苏菲和她的两个妹妹都送到了制帽店去当学徒。两个妹妹很快先后就离开了制帽店去追寻各自的梦想，只有苏菲坚持了下来。一天，小镇旁边来了一座移动堡垒，传说堡垒的主人哈尔专吸取年青姑娘的灵魂，所以小镇的姑娘都不敢靠近。,"第78届奥斯卡金像奖/最佳动画长片(提名)/宫崎骏
第61届威尼斯电影节/主竞赛单元 金狮奖 (提名)/宫崎骏
第25届香港电影金像奖/最佳亚洲电影(提名)
",天空之城；幽灵公主；风之谷；魔女宅急便；红猪；大闹天宫；猫的报恩；崖上的波妞；侧耳倾听；千与千寻
https://movie.douban.com/subject/1291858/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,鬼子来了, ,9.3,504826,对敌人的仁慈，就是对自己残忍,导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang   香川照之 Teruyuki Kagawa  ... 2000   中国大陆   剧情 喜剧,,　　第二次世界大战期间，中国河北挂甲台村的农民马大三（姜文饰）在日本人的统治下过着平静的生活。一个晚上，游击队绑架了日军陆军士兵花屋小三郎（香川照之饰）和翻译董汉臣，把他们捆绑塞入麻袋放在马大三家里，并吩咐马好好看管，几天后的大年三十来带人。马大三和村民战战兢兢地看守两人，花屋小三郎和董汉臣数次发出求救信号，皆被村民化解。半年过去了，村民们担心事情暴露，却又不敢把花屋等放了。,"第54届戛纳电影节/法国文化奖-年度外国电影人/姜文
第53届戛纳电影节/主竞赛单元 金棕榈奖(提名)/姜文
第53届戛纳电影节/主竞赛单元 评审团大奖/姜文
",活着；拯救大兵瑞恩；飞越疯人院；辛德勒的名单；窃听风暴；楚门的世界；钢琴家；让子弹飞；十二怒汉；无耻混蛋
https://movie.douban.com/subject/26752088/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg,我不是药神, ,9.0,1717153,对我们国家而言，这样的电影多一部是一部,导演: 文牧野 Muye Wen   主演: 徐峥 Zheng Xu   王传君 Chuanjun Wang   周... 2018   中国大陆   剧情 喜剧,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D649118258%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=05c782c0c1', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMzgzOTgyMzc4MA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rreozmq8.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fog0eputlxwet1cn.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss33434%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=05c782c0c1', '乐视视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fm.le.com%2Fvplay_31470314.html%3Fch%3Ddouban%26site%3Ddouban%26sitefrom%3Ddouban&subtype=6&type=online-video', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F8eTb4DJgfAF%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=05c782c0c1', '1905电影网': 'https://www.douban.com/link2/?url=http%3A%2F%2Fvip.1905.com%2Fplay%2F1348058.shtml%3F__hz%3D6e0721b2c6977135%26api_source%3Ddouban_vodadd&subtype=13&type=online-video'",　　普通中年男子程勇（徐峥饰）经营着一家保健品店，失意又失婚。不速之客吕受益（王传君饰）的到来，让他开辟了一条去印度买药做“代购”的新事业，虽然困难重重，但他在这条“买药之路”上发现了商机，一发不可收拾地做起了治疗慢粒白血病的印度仿制药独家代理商。赚钱的同时，他也认识了几个病患及家属，为救女儿被迫做舞女的思慧（谭卓饰）、说一口流利“神父腔”英语的刘牧师（杨新鸣饰），以及脾气暴烈的“黄毛”（章宇饰），几个人合伙做起了生意，利润倍增的同时也危机四伏。程勇昔日的小舅子曹警官（周一围饰）奉命调查仿制药的源头，假药贩子张长林（王砚辉饰）和瑞士正牌医药代表（李乃文饰）也对其虎视眈眈，生意逐渐变成了一场关于救赎的拉锯战。,"第55届台北金马影展/金马奖 最佳剧情片(提名)
第38届香港电影金像奖/最佳两岸华语电影/文牧野
第32届中国电影金鸡奖/最佳故事片(提名)
",活着；楚门的世界；寄生虫；驴得水；熔炉；三块广告牌；何以为家；无名之辈；辩护人；一出好戏
