电影详情链接,图片链接,影片中文名,影片外国名,评分,评价数,概况,相关信息,视频链接,剧情简介,获奖情况,同类电影推荐
https://movie.douban.com/subject/25958717/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,海蒂和爷爷,  Heidi,9.2,372514,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么,导演: 阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen  ... 2015   德国 瑞士   剧情 冒险 家庭,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D624310278%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=d3f8b02596', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrmy6ais.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '乐视视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fm.le.com%2Fvplay_31599162.html%3Fch%3Ddouban%26site%3Ddouban%26sitefrom%3Ddouban&subtype=6&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss26976%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=d3f8b02596'",　　孤儿海蒂（阿努克·斯特芬饰）被姨母迪蒂（安娜·希恩斯饰）送上了阿尔卑斯山，与远离小镇独居于高山的祖父（布鲁诺·甘茨饰）一同生活。活泼的海蒂在这里如鱼得水，不仅收获了羊倌彼得（奎林·阿格里皮饰）的友情和孤僻祖父的亲情，还与山下彼得的家人打成一片。一天，海蒂同彼得在山上放羊，姨母突然出现，连哄带骗将海蒂卖到法兰克福的泽塞曼家。从此，目不识A的海蒂成为了小姐克拉拉（伊莎贝尔·奥特曼饰）的伴读。克拉拉幼年丧母，大病一场再不能站立，只能被困在豪宅中与轮椅相伴。父亲（马克西姆·梅米特饰）常年在外很少回家，寂寞的克拉拉把海蒂当成了救命稻草。海蒂能适应泽塞曼家的新生活吗？远在天边的祖父和彼得还能再见吗？克拉拉的腿还有好起来的希望吗？,"第3届豆瓣电影年度榜单/年度冷门佳片
",小鞋子；一个叫欧维的男人决定去死；我是山姆；忠犬八公的故事；7号房的礼物；菊次郎的夏天；小萝莉的猴神大叔；触不可及；寻梦环游记；海街日记
https://movie.douban.com/subject/1293350/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,两杆大烟枪,"  Lock, Stock and Two Smoking Barrels",9.1,494846,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的,导演: Guy Ritchie   主演: Jason Flemyng   Dexter Fletcher   Nick Moran 1998   英国   剧情 喜剧 犯罪,'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrk3zxd4.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video',　　艾迪（尼克·莫伦）思维敏捷，是个玩牌高手。在三个好友的支持下，艾迪携巨资参加了黑社会的高额赌局，不想落入圈套，欠下50万的赌债。为了还清赌债，艾迪和朋友们绞尽脑汁，最终算计到一群毒贩身上，并为打劫购买了两杆老式烟枪。,"第11届东京国际电影节/主竞赛单元 最佳影片(提名)/盖·里奇
第11届东京国际电影节/主竞赛单元 最佳导演/盖·里奇
",偷拐抢骗；低俗小说；疯狂的石头；让子弹飞；摩登时代；荒蛮故事；射雕英雄传之东成西就；布达佩斯大饭店；被解救的姜戈；无耻混蛋
https://movie.douban.com/subject/1485260/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg,本杰明·巴顿奇事,  The Curious Case of Benjamin Button,8.9,805537,在时间之河里感受溺水之苦,导演: 大卫·芬奇 David Fincher   主演: 凯特·布兰切特 Cate Blanchett   ... 2008   美国   剧情 爱情 奇幻,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D621951762%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=969e6ca2a8', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNDA0NDExOTcyNA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F5y07fkhxzj48wcj.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rra6pojw.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss32351%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=969e6ca2a8'",　　飓风正在侵袭美国新奥尔良，一位病危的老妇睁开了她的睡眼。老妇名叫戴茜（凯特·布兰切特饰），她叫女儿凯若琳（朱莉娅•奥蒙德饰）为她阅读一本日记。这本日记的作者叫本杰明•巴顿（布拉德•皮特饰）。本杰明出生在第一次世界大战停战之时，但生来便像个老人的他被父亲当作怪物，被遗弃在了养老院。本杰明在养老院与老人们一起生活。但谁都没有想到，本杰明逆向发育——越活越年轻！也许“越活越年轻”是某些人的梦想，但真正这样成长的本杰明却有了别人无法理解的烦恼与快乐。穿越半世纪的世界变革，本杰明身处其中，感受别人感受不到的感受。,"第81届奥斯卡金像奖/最佳影片(提名)/弗兰克·马歇尔
第66届金球奖/电影类 最佳剧情片(提名)
第18届MTV电影奖/MTV电影奖 最佳女演员(提名)/塔拉吉·P·汉森
",泰坦尼克号；罗马假日；怦然心动；爱在黎明破晓前；这个杀手不太冷；真爱至上；恋恋笔记本；天堂电影院；天使爱美丽；忠犬八公的故事
https://movie.douban.com/subject/26580232/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,看不见的客人,  Contratiempo,8.8,989323,你以为你以为的就是你以为的,导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas   阿... 2016   西班牙   剧情 犯罪 悬疑 惊悚,"'腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F8lvnb7aiio1crpd.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMzE1MDk4MjQyNA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video'",　　艾德里安（马里奥·卡萨斯MarioCasas饰）经营着一间科技公司，事业蒸蒸日上，家中有美丽贤惠的妻子和活泼可爱的女儿，事业家庭双丰收的他是旁人羡慕的对象。然而，野心勃勃的艾德里安并未珍惜眼前来之不易的生活，一直以来，他和一位名叫劳拉（芭芭拉·蓝妮BárbaraLennie饰）的女摄影师保持着肉体关系。,"第4届豆瓣电影年度榜单/评分最高的外语电影(提名)
第4届豆瓣电影年度榜单/最受关注的院线电影(提名)
第4届豆瓣电影年度榜单/评分最高的欧洲电影
",控方证人；禁闭岛；利刃出鞘；记忆碎片；致命魔术；网络谜踪；消失的爱人；杀人回忆；调音师；七宗罪
https://movie.douban.com/subject/1292224/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,飞越疯人院,  One Flew Over the Cuckoo's Nest,9.1,471484,自由万岁,导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols... 1975   美国   剧情,,　　麦克墨菲（杰克·尼科尔森JackNicholson饰）为了逃避监狱里的强制劳动，装作精神异常，被送进了精神病院，他的到来，给死气沉沉的精神病院带来了剧烈的冲击。麦克要求看棒球比赛的电视转播，挑战了医院严格的管理制度，受到护士长拉契特（路易丝·弗莱彻LouiseFletcher饰）的百般阻挠；麦克带领病人出海捕鱼，振奋了他们的精神，却让院方头痛不已。院方为了惩处麦克胆大妄为、屡犯院规，决定将他永远留在疯人院。生性自由的麦克再也无法忍受疯人院的生活，他联合病友，高大的印第安人“酋长”，开始自己的计划：飞越疯人院。本片获1975年第48届奥斯卡最佳影片，最佳男、女主角，最佳导演和最佳改编剧本五项大奖。主人公“不自由，毋宁死”的精神在当今社会仍有很大的现实意义。,"第48届奥斯卡金像奖/最佳影片/迈克尔·道格拉斯
第48届奥斯卡金像奖/最佳导演/米洛斯·福尔曼
第48届奥斯卡金像奖/最佳男主角/杰克·尼科尔森
",活着；窃听风暴；楚门的世界；十二怒汉；鬼子来了；闻香识女人；肖申克的救赎；辛德勒的名单；雨人；少年派的奇幻漂流
https://movie.douban.com/subject/3008247/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,穿条纹睡衣的男孩,  The Boy in the Striped Pajamas,9.1,422222,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作,导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ... 2008   英国 美国   剧情 战争,"'腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fk2zh09k7oid23o0.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrjqdjlw.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video'",　　八岁男孩布鲁诺（AsaButterfield饰）一家随着纳粹军官父亲的一纸调令，由柏林搬迁到了乡下。失去了朋友们的布鲁诺很快对新家附近的“农庄”产生了兴趣，那里有一群身穿“条纹睡衣”的人终日忙碌，并且其中一个为布鲁诺一家服务，他形容肮脏，态度慎微。周遭环境和布鲁诺的举止让母亲暗暗担忧，但纳粹父亲制止家中任何怀疑既定政策的行为。,"第23届西班牙戈雅奖/最佳欧洲电影(提名)/马克·赫尔曼
",钢琴家；拯救大兵瑞恩；辛德勒的名单；1917；血战钢锯岭；美丽人生；敦刻尔克；波斯语课；卢旺达饭店；黑鹰坠落
https://movie.douban.com/subject/1292402/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,西西里的美丽传说,  Malèna,8.9,796250,美丽无罪,导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ... 2000   意大利 美国   剧情 战争 情色,'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrh1gubo.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video',　　当我还只是十三岁时，1941年春末的那一天，我初次见到了她那一天，墨索里尼向英法宣战，而我，得到了生命里的第一辆脚踏车。,"第73届奥斯卡金像奖/最佳摄影(提名)/拉乔斯·科泰
第51届柏林国际电影节/金熊奖 最佳影片(提名)/朱塞佩·托纳多雷
第58届金球奖/电影类 最佳外语片(提名)
",阳光灿烂的日子；天堂电影院；死亡诗社；怦然心动；闻香识女人；心灵捕手；活着；罗马假日；情书；被嫌弃的松子的一生
https://movie.douban.com/subject/1292849/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,拯救大兵瑞恩,  Saving Private Ryan,9.0,527713,美利坚精神输出大片No1.,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks... 1998   美国   剧情 战争,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrnpp9co.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F8lv03zh9yuhm1a2.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMTMzNTQ2Mzc2NA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss26727%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=8c2fb61e3c', '西瓜视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.ixigua.com%2Fcinema%2Falbum%2F80o7B6alA6h%3Futm_source%3Ddouban&subtype=17&type=online-video&link2key=8c2fb61e3c'",　　瑞恩（马特•达蒙MattDamon饰）是二战期间的美国伞兵，被困在了敌人后方。更不幸的是，他的三个兄弟全部在战争中死亡，如果他也遇难，家中的老母亲将无依无靠。,"第71届奥斯卡金像奖/最佳影片(提名)/加里·莱温索恩
第56届金球奖/电影类 最佳剧情片
第22届日本电影学院奖/最佳外语片(提名)
",黑鹰坠落；辛德勒的名单；兵临城下；钢琴家；血战钢锯岭；战争之王；1917；穿条纹睡衣的男孩；敦刻尔克；集结号
https://movie.douban.com/subject/1303021/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.jpg,小鞋子,  بچههای آسمان,9.2,331288,奔跑的孩子是天使,导演: 马基德·马基迪 Majid Majidi   主演: 法拉赫阿米尔·哈什米安 Amir Fa... 1997   伊朗   剧情 儿童 家庭,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrjraeeo.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fab66o4bl2p67wv7.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video'",　　家境贫寒的男孩Ali（AmirFarrokhHashemian）帮妹妹Zahra（BahareSeddiqi）取修补好的鞋子时，不慎将鞋子弄丢，为了不被父（MohammadAmirNaji）、母（FereshteSarabandi）责罚，他央求Zahra暂时保密，说两人可以替换着穿他的鞋子上学，并答应一定会帮她买双新鞋子。,"第71届奥斯卡金像奖/最佳外语片(提名)/马基德·马基迪
",忠犬八公的故事；菊次郎的夏天；触不可及；海蒂和爷爷；天堂电影院；我是山姆；完美的世界；当幸福来敲门；这个杀手不太冷；放牛班的春天
https://movie.douban.com/subject/1294408/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg,音乐之声,  The Sound of Music,9.1,488850,用音乐化解仇恨，让歌声串起美好,导演: 罗伯特·怀斯 Robert Wise   主演: 朱莉·安德鲁斯 Julie Andrews   克... 1965   美国   剧情 传记 爱情 歌舞,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D623362318%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=764f61f532', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrjxerwg.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fnlzswcxr4umy1fr.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '1905电影网': 'https://www.douban.com/link2/?url=http%3A%2F%2Fvip.1905.com%2Fplay%2F1479263.shtml%3F__hz%3D6e0721b2c6977135%26api_source%3Ddouban_vodadd&subtype=13&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss28658%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=764f61f532'",　　玛利亚（朱丽·安德鲁斯饰）是一个年轻活泼的修女，喜欢在大自然下高声歌唱，所以她常常忘记了修道院里的规矩。院长认为玛利亚并不属于规矩严格的修道院。院长与众嬷嬷商量后，决定安排玛利亚到一位名叫特拉普（克里斯托弗·普卢默饰）上校家当家庭教师。,"第38届奥斯卡金像奖/最佳影片/罗伯特·怀斯
第38届奥斯卡金像奖/最佳导演/罗伯特·怀斯
第38届奥斯卡金像奖/最佳女主角(提名)/朱莉·安德鲁斯
",罗马假日；海上钢琴师；泰坦尼克号；放牛班的春天；雨中曲；魂断蓝桥；真爱至上；怦然心动；天使爱美丽；这个杀手不太冷
https://movie.douban.com/subject/1292220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2643002879.jpg,情书,  Love Letter,8.9,740655,暗恋的极致,导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama   丰川悦司 Ets... 1995   日本   剧情 爱情,,　　日本神户某个飘雪的冬日，渡边博子（中山美穗）在前未婚夫藤井树的三周年祭日上又一次悲痛到不能自已。正因为无法抑制住对已逝恋人的思念，渡边博子在其中学同学录里发现“藤井树”在小樽市读书时的地址时，依循着寄发了一封本以为是发往天国的情书。,"第19届日本电影学院奖/话题奖 最具话题演员奖/丰川悦司
第19届日本电影学院奖/最佳影片(提名)
第20届报知映画赏/最佳导演/岩井俊二
",罗马假日；重庆森林；怦然心动；爱在黎明破晓前；泰坦尼克号；甜蜜蜜；天使爱美丽；花样年华；恋恋笔记本；天堂电影院
https://movie.douban.com/subject/3442220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,海豚湾,  The Cove,9.3,309923,海豚的微笑，是世界上最高明的伪装,导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry   路易·西霍... 2009   美国   纪录片,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D624310090%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=6c2fa33926', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rrk4jq7o.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F1fl91giyegazfl4.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video'",　　日本和歌山县太地，是一个景色优美的小渔村，然而这里却常年上演着惨无人道的一幕。每年，数以万计的海豚经过这片海域，他们的旅程却在太地戛然而止。渔民们将海豚驱赶到靠近岸边的一个地方，来自世界各地的海豚训练师挑选合适的对象，剩下的大批海豚则被渔民毫无理由地赶尽杀绝。这些屠杀，这些罪行，因为种种利益而被政府和相关组织所隐瞒。,"第82届奥斯卡金像奖/最佳纪录长片/费舍·史蒂芬斯
第8届华盛顿影评人协会奖/最佳纪录片(提名)
第14届圣地亚哥影评人协会奖/最佳纪录片
",海洋；家园；食品公司；寿司之神；浮生一日；天地玄黄；难以忽视的真相；活着；窃听风暴；微观世界
https://movie.douban.com/subject/1652587/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634997853.jpg,阿凡达,  Avatar,8.8,1154385,绝对意义上的美轮美奂,导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ... 2009   美国   动作 科幻 冒险,,　　战斗中负伤而下身瘫痪的前海军战士杰克·萨利（萨姆·沃辛顿SamWorthington饰）决定替死去的同胞哥哥来到潘多拉星操纵格蕾丝博士（西格妮·韦弗SigourneyWeaver饰）用人类基因与当地纳美部族基因结合创造出的“阿凡达”混血生物。杰克的目的是打入纳美部落，外交说服他们自愿离开世代居住的家园，从而SecFor公司可砍伐殆尽该地区的原始森林，开采地下昂贵的“不可得”矿。在探索潘多拉星的过程中，杰克遇到了纳美部落的公主娜蒂瑞（佐伊·索尔达娜ZoeSaldana饰），向她学习了纳美人的生存技能与对待自然的态度。与此同时，SecFor公司的经理和军方代表上校迈尔斯（史蒂芬·朗StephenLang饰）逐渐丧失耐心，决定诉诸武力驱赶纳美人……,"第82届奥斯卡金像奖/最佳影片(提名)/乔恩·兰道
第67届威尼斯电影节/3-D电影奖 年度最具创意立体电影/詹姆斯·卡梅隆
第67届金球奖/电影类 最佳剧情片
",黑客帝国；盗梦空间；变形金刚；E.T. 外星人；终结者2：审判日；星际穿越；头号玩家；钢铁侠；第九区；源代码
https://movie.douban.com/subject/1780330/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,致命魔术,  The Prestige,8.9,702710,孪生蝙蝠侠大战克隆金刚狼,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman... 2006   英国 美国   剧情 悬疑 惊悚,"'咪咕视频': 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.miguvideo.com%2Fmgs%2Fmsite%2Fprd%2Fdetail.html%3Fcid%3D655293722%26pwId%3Dd01197d3076b4164af82983c408bb996&subtype=15&type=online-video&link2key=36e80c8dd4', '优酷视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNTE5OTUyNTQ4.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&subtype=3&type=online-video', '腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fyjko7f1b1muwdhe.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video', '爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rra04xok.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss33130%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=36e80c8dd4'",　　19世纪末，人们对科学文明还不是认识得太过清楚，于是，安吉尔（休•杰克曼HughJackman饰）和伯登（克里斯蒂安•贝尔ChristianBale饰）的魔术，成为了伦敦城内的神奇人物。安吉尔出身贵族，魔术手段华丽丰富，是富人圈子里的表演常客。而伯登即使出身平平，争强好胜的心智和充满创造力的魔术技巧，却也令他有了名气。两人自小本是要好的伙伴，然而，现在魔术界二人各有领地，并且都有野心想成为音乐大厅里的顶级魔术师，一番明争暗斗如箭在弦上。,"第79届奥斯卡金像奖/最佳摄影(提名)/沃利·菲斯特
第79届奥斯卡金像奖/最佳艺术指导(提名)/朱莉·欧契萍妮
",记忆碎片；禁闭岛；盗梦空间；蝴蝶效应；看不见的客人；穆赫兰道；致命ID；源代码；控方证人；七宗罪
https://movie.douban.com/subject/1292262/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,美国往事,  Once Upon a Time in America,9.2,338313,往事如烟，无处祭奠,导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ... 1984   美国 意大利   犯罪 剧情,'腾讯视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fr3rpkp47bmoo9ch.html%3Fptag%3Ddouban.movie&subtype=1&type=online-video',　　1933年，纽约流氓Noodles（罗伯特·德·尼罗饰）因向哈洛伦警司（布鲁斯·巴伦堡饰）通风报信害死了三名同伙而被追杀。逃亡之前，他打开了存放帮派基金的手提箱，里面却只有报纸。1968年，已改名换姓的Noodles收到一封犹太会堂通知迁葬亲友的信。Noodles联系拉比，得知信是八个月前寄出的，他的三名同伙已被迁葬至一所豪华公墓。Noodles回到纽约，找老友莫（拉里·拉普饰）了解情况，却一无所获。闲谈中，Noodles问起莫的妹妹黛博拉（伊丽莎白·麦戈文饰）的情况，得知其已成名角。原来，两人少时互有好感，但黛博拉（詹妮弗·康纳利饰）志向高远脚踏实地，理智地将街头混混Noodles（斯科特·提勒饰）拒于门外。Noodles在公墓发现了一把钥匙，并用钥匙打开了当年存放手提箱的储物柜。这一次，箱子里有满满的百元钞，还有写着“下一份工作的预付款”的纸条……,,教父2；好家伙；上帝之城；低俗小说；爱尔兰人；枪火；无间道；黑社会；英雄本色；落水狗
https://movie.douban.com/subject/1293544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,沉默的羔羊,  The Silence of the Lambs,8.9,697688,安东尼·霍普金斯的顶级表演,导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster   安... 1991   美国   剧情 犯罪 惊悚,"'爱奇艺视频': 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.iqiyi.com%2Fv_19rr4ad9lw.html%3Fvfm%3Dm_331_dbdy%26fv%3D4904d94982104144a1548dd9040df241&subtype=9&type=online-video', '哔哩哔哩': 'https://www.douban.com/link2/?url=https%3A%2F%2Fwww.bilibili.com%2Fbangumi%2Fplay%2Fss33897%3Fbsource%3Ddouban&subtype=8&type=online-video&link2key=07a45fbc87'",　　联调局学院学员ClariceM.Starling（乔迪·福斯特饰）受行为科学组的JackCrawford（斯科特·格伦饰）指派，前往州立巴尔的摩法医院访问被监禁的精神科医生HannibalLecter（安东尼·霍普金斯饰）。Lecter要求转到条件较好的联邦机构，远离常常折磨他的FrederickChilton医生（安东尼·希尔德饰），并愿意为此提供持续作案的连环杀手水牛比尔（泰德·莱文饰）的心理分析……,"第64届奥斯卡金像奖/最佳影片/罗纳德·M·博兹曼
第41届柏林国际电影节/金熊奖 最佳影片(提名)/乔纳森·戴米
第15届日本电影学院奖/最佳外语片(提名)
",七宗罪；致命ID；禁闭岛；恐怖游轮；汉尼拔；记忆碎片；闪灵；第六感；杀人回忆；电锯惊魂
